"id","player_id","first_name","last_name","hand","dob","height"
120288,200185,"Lesley","Hunt","R","1950-05-29",168
120289,200186,"Yveline","Boy","U","1800-01-01",0
120290,200187,"Janine","Murdoch","U","1800-01-01",0
120291,200188,"Helen","Amos","R","1948-06-30",0
120292,200189,"Denise","Brennan","U","1800-01-01",0
120293,200190,"Billie Jean","King","R","1943-11-22",168
120294,200191,"Frances","Luff","U","1800-01-01",0
120295,200192,"Helen","Kayser","U","1800-01-01",0
120296,200193,"Ann","Jones","L","1938-10-07",0
120297,200194,"Francoise","Durr","R","1942-12-25",162
120298,200195,"Helen","Rush","U","1800-01-01",0
120299,200196,"Kerryl","Chute","U","1945-04-20",0
120300,200197,"Pamela","Brand","U","1944-12-05",0
120301,200198,"Caroline","Langsford","U","1800-01-01",0
120302,200199,"Sally","Irvine","U","1800-01-01",0
120303,200200,"Norma","Marsh","U","1936-01-13",0
120304,200201,"Sharon","Thomson","U","1800-01-01",0
120305,200202,"Theresa","Van Haren","U","1800-01-01",0
120306,200203,"Vicki","Lancaster Kerr","U","1951-01-26",0
120307,200204,"Sandra","Walsham","U","1800-01-01",0
120308,200205,"Judy","Harris","U","1800-01-01",0
120309,200206,"L","Cameron","U","1800-01-01",0
120310,200207,"Cheryl","Norquay","U","1800-01-01",0
120311,200208,"Mandy","Morgan","U","1800-01-01",0
120312,200209,"Wendy","Turnbull","R","1952-11-26",164
120313,200210,"Norma","Eastburn","U","1800-01-01",0
120314,200211,"Winnie","Shaw","R","1947-01-18",0
120315,200212,"Elizabeth","Allan","R","1946-11-28",0
120316,200213,"Jan","Lehane","R","1941-07-09",0
120317,200214,"Christina","Sandberg","R","1948-01-11",0
120318,200215,"Susan","Alexander","R","1800-01-01",0
120319,200216,"Janet","Fallis","U","1800-01-01",0
120320,200217,"Adrienne","Avis","U","1950-11-15",0
120321,200218,"DUPE Helen","Taylor","U","1800-01-01",0
120322,200219,"Patricia","Coleman","U","1953-05-13",0
120323,200220,"Patti","Hogan","R","1949-12-21",0
120324,200221,"Dianne","Fromholtz","L","1956-08-10",165
120325,200222,"Anne","Coleman","U","1800-01-01",0
120326,200223,"Sharon","Walsh Pete","R","1952-02-24",174
120327,200224,"Kati","Athorne","U","1800-01-01",0
120328,200225,"Helen","Worland","R","1950-04-28",0
120329,200226,"Mona","Guerrant","U","1948-11-28",0
120330,200227,"Diane","James","U","1800-01-01",0
120331,200228,"Olga","Morozova","R","1949-02-22",170
120332,200229,"Robyn","Knobel","U","1800-01-01",0
120333,200230,"Patricia","Billing","U","1800-01-01",0
120334,200231,"Brenda","Dart","U","1800-01-01",0
120335,200232,"Ann","Lebedeff","U","1951-05-04",0
120336,200233,"Chris","Matison","R","1951-10-29",0
120337,200234,"Pam","Whytcross","U","1953-11-25",0
120338,200235,"Maureen","Mccalman","U","1800-01-01",0
120339,200236,"Patricia","King","U","1800-01-01",0
120340,200237,"Virginia","Wade","R","1945-07-10",170
120341,200238,"Nathalie","Fuchs","R","1952-09-03",0
120342,200239,"Kathy","Walker","U","1800-01-01",0
120343,200240,"Eugenia","Birioukova","R","1952-12-18",0
120344,200241,"Duk Hee","Lee","U","1953-07-13",157
120345,200242,"Helen","Young","U","1800-01-01",0
120346,200243,"Glynis","Coles","R","1954-02-20",173
120347,200244,"Moira","Whitely","U","1800-01-01",0
120348,200245,"Soon Oh","Lee","U","1953-10-04",0
120349,200246,"Leslie","Walker","U","1800-01-01",0
120350,200247,"Dorte","Ekner","U","1951-05-02",0
120351,200248,"Marion","Proisy","U","1800-01-01",0
120352,200249,"Joan","Walker","U","1800-01-01",0
120353,200250,"Lindsay","Blachford","U","1953-04-06",0
120354,200251,"Kazuko","Sawamatsu","U","1951-01-05",174
120355,200252,"Monique","Van Haver","U","1948-08-31",0
120356,200253,"Kiyoko","Nomura","U","1954-11-17",0
120357,200254,"Michele","Gurdal","U","1952-11-30",0
120358,200255,"Lesley","Charles","U","1952-07-15",0
120359,200256,"Chris","Oneil","R","1956-03-19",175
120360,200257,"Helen","Crozier","U","1800-01-01",0
120361,200258,"Jeong Soon","Yang","U","1947-02-26",0
120362,200259,"Chris","Evert","R","1954-12-21",168
120363,200260,"Katerleen","Szeman","U","1956-11-27",0
120364,200261,"Toshiko","Sade","U","1947-03-08",0
120365,200262,"Jenny","Walker","U","1956-04-09",0
120366,200263,"Janet","Newberry","R","1953-08-06",170
120367,200264,"Helena","Anliot","R","1956-09-26",168
120368,200265,"Lindsey","Beaven","R","1950-01-01",0
120369,200266,"Sue","Barker","R","1956-04-19",165
120370,200267,"Isabelle","Larsson","U","1800-01-01",0
120371,200268,"Frances","Candy","U","1800-01-01",0
120372,200269,"Jill","Schwikert","U","1954-05-19",0
120373,200270,"Nellemieke","Brouwer","U","1952-01-01",0
120374,200271,"Margareta","Strandberg","U","1951-03-20",0
120375,200272,"Brenda","Dale","U","1941-09-17",0
120376,200273,"Nerida","Gregory","U","1956-05-13",0
120377,200274,"Julie","Heldman","R","1945-12-08",170
120378,200275,"Ann","Kiyomura Hayashi","R","1955-08-22",0
120379,200276,"J D","Griffiths","U","1800-01-01",0
120380,200277,"Anneloes","Schothurst","U","1800-01-01",0
120381,200278,"Sally","Arnott","U","1800-01-01",0
120382,200279,"Gail","Williams","U","1800-01-01",0
120383,200280,"Joy","Schwikert","U","1954-05-19",0
120384,200281,"Jackie","Fayter","U","1951-06-10",0
120385,200282,"Jenny","Dimond","U","1955-11-13",0
120386,200283,"Pam","Teeguarden","R","1951-04-17",178
120387,200284,"Nora","Blom","U","1951-02-22",0
120388,200285,"Mimi","Wikstedt","U","1954-04-30",163
120389,200286,"Peggy","Michel","R","1949-02-02",0
120390,200287,"Miki","Yokobori","U","1975-05-13",0
120391,200288,"Sue","Mappin","R","1947-07-11",0
120392,200289,"Chris","Cerato","U","1800-01-01",0
120393,200290,"Deborah","Fiuza","U","1954-08-19",0
120394,200291,"Dianne","Evers","R","1956-11-09",0
120395,200292,"Vivicca","Andersson","U","1800-01-01",0
120396,200293,"Martina","Navratilova","L","1956-10-18",173
120397,200294,"Gwen","Stirton","U","1800-01-01",0
120398,200295,"Ai","Iida","U","1800-01-01",0
120399,200296,"Belinda","Thompson","U","1956-05-03",0
120400,200297,"Natasha","Chmyreva","U","1958-05-28",0
120401,200298,"Laura","Dupont","R","1949-05-04",0
120402,200299,"Kaye","Hallam","U","1957-03-24",0
120403,200300,"Sally","Greer","U","1955-03-25",0
120404,200301,"Lois","Raymond","U","1800-01-01",0
120405,200302,"Linda","Mottram","R","1957-05-17",0
120406,200303,"Julie","Staines","U","1800-01-01",0
120407,200304,"Cheree","Walker","U","1800-01-01",0
120408,200305,"Carol","Draper","U","1955-07-20",0
120409,200306,"Jan","Wilton","U","1957-04-30",0
120410,200307,"Kerry","Neill","U","1800-01-01",0
120411,200308,"Kym","Ruddell","U","1955-07-19",0
120412,200309,"Merrilyn","Robinson","U","1800-01-01",0
120413,200310,"Julie","Hanrahan","U","1800-01-01",0
120414,200311,"Cecilia","Martinez","U","1947-05-24",0
120415,200312,"Frederique","Thibault","U","1954-06-02",0
120416,200313,"Lotta","Stenberg","U","1957-02-12",0
120417,200314,"Brigitte","Simon Glinel","U","1956-11-01",0
120418,200315,"Nina","Bohm","R","1958-04-30",0
120419,200316,"Heidi","Eisterlehner","R","1949-10-25",172
120420,200317,"Helga","Masthoff","R","1941-11-11",0
120421,200318,"Michelle","Tyler","U","1958-07-08",0
120422,200319,"Cathy","Griffiths","U","1956-09-05",0
120423,200320,"Renata","Tomanova","R","1954-12-09",168
120424,200321,"Elisabeth","Ekblom","U","1958-02-10",0
120425,200322,"Karen","Gulley","U","1800-01-01",0
120426,200323,"Rene","Blount","U","1957-05-12",0
120427,200324,"Beth","Norton","R","1957-06-13",0
120428,200325,"Leanne","Harrison Austin","L","1958-04-10",168
120429,200326,"Naoko","Sato","U","1955-01-02",163
120430,200327,"Birgitte","Hermansen","U","1956-03-15",0
120431,200328,"Patricia","Bostrom","U","1951-11-25",0
120432,200329,"Mary","Sawyer","U","1957-06-11",169
120433,200330,"Sue","Saliba","U","1957-10-14",0
120434,200331,"Kim","Sands","U","1956-10-11",0
120435,200332,"Amanda","Tobin","R","1960-06-08",168
120436,200333,"Betsy","Nagelsen","R","1956-10-23",175
120437,200334,"Sabina","Simmonds","R","1960-04-17",170
120438,200335,"Judy","Chaloner","U","1953-11-18",0
120439,200336,"Keryn","Pratt","U","1959-06-20",0
120440,200337,"Virginia","Ruzici","R","1955-01-31",173
120441,200338,"Elizabeth","Little","U","1960-10-03",0
120442,200339,"Linda","Cassell","R","1962-04-24",0
120443,200340,"Marcella","Mesker","U","1959-05-23",0
120444,200341,"Jutta","Diesslin","U","1955-10-12",0
120445,200342,"Chris","Newton","U","1956-02-13",181
120446,200343,"Susan","Leo","R","1962-08-10",0
120447,200344,"Barbara","Jordan","R","1957-04-02",165
120448,200345,"Brenda","Catton","U","1962-01-04",0
120449,200346,"Anne","Minter","R","1963-04-03",165
120450,200347,"Bernadette","Randall","U","1965-09-27",0
120451,200348,"Hana","Mandlikova","R","1962-02-19",173
120452,200349,"Diane","Morrison","U","1958-08-11",0
120453,200350,"Felicia","Hutnick","U","1957-07-20",0
120454,200351,"Lindsay","Morse","U","1955-01-24",0
120455,200352,"Greer","Stevens","R","1957-02-15",168
120456,200353,"Lele","Forood","U","1956-09-10",0
120457,200354,"Claudia","Kohde Kilsch","R","1963-12-11",187
120458,200355,"Diane","Desfor","R","1955-06-15",165
120459,200356,"Betty","Stove","R","1945-06-24",185
120460,200357,"Rosalyn","Fairbank","R","1960-11-02",173
120461,200358,"Marcie","Louie","R","1953-09-10",0
120462,200359,"Christiane","Jolissaint","R","1961-09-12",173
120463,200360,"Pam","Shriver","R","1962-07-04",183
120464,200361,"Marie","Pinterova","R","1946-08-16",175
120465,200362,"Liz","Smylie","R","1963-04-11",170
120466,200363,"Hana","Strachonova","R","1961-01-02",165
120467,200364,"Barbara","Hallquist","R","1957-05-01",173
120468,200365,"Tanya","Harford","R","1958-11-28",162
120469,200366,"Sylvia","Hanika","L","1959-11-30",173
120470,200367,"Nanette","Schutte","U","1962-04-06",0
120471,200368,"Miranda","Yates","U","1963-12-08",0
120472,200369,"Candy","Reynolds","R","1955-03-24",173
120473,200370,"Marie Christine","Calleja","U","1964-01-14",0
120474,200371,"Mima","Jausovec","R","1956-07-20",160
120475,200372,"Bettina","Bunge","R","1963-06-13",173
120476,200373,"Bonnie","Gadusek","R","1963-09-11",0
120477,200374,"Helga","Lutten","R","1961-07-27",0
120478,200375,"Barbara","Potter","L","1961-10-22",175
120479,200376,"Katerina","Bohmova","L","1958-01-22",0
120480,200377,"Helena","Sukova","R","1965-02-23",188
120481,200378,"Anne","Smith","R","1959-07-01",165
120482,200379,"Paula","Smith","R","1957-01-10",170
120483,200380,"Nancy","Yeargin","R","1955-05-22",0
120484,200381,"Andrea","Jaeger","R","1965-06-04",168
120485,200382,"Isabelle","Villiger","R","1962-11-24",0
120486,200383,"Anne","Hobbs","R","1959-08-21",167
120487,200384,"Eva","Pfaff","R","1961-02-10",175
120488,200385,"Brenda","Remilton","U","1956-02-24",0
120489,200386,"Corinne","Vanier","U","1963-09-20",0
120490,200387,"Anne","White","R","1961-09-28",180
120491,200388,"Leslie","Allen","R","1957-03-12",0
120492,200389,"Kathy","Jordan","R","1959-12-03",173
120493,200390,"Mary Lou","Piatek","R","1961-08-06",0
120494,200391,"Sherry","Acker","R","1959-06-06",173
120495,200392,"Jo","Durie","R","1960-07-27",163
120496,200393,"Lea","Antonoplis","R","1959-01-20",165
120497,200394,"Marjorie","Blackwood","R","1957-05-01",0
120498,200395,"Catherine","Tanvier","R","1965-05-28",174
120499,200396,"Kim","Steinmetz","U","1957-12-22",0
120500,200397,"Tracy","Austin","R","1962-12-12",165
120501,200398,"Iva","Budarova","U","1960-07-31",0
120502,200399,"Jennifer","Mundel","L","1962-01-20",178
120503,200400,"Kate","Latham","R","1952-10-25",168
120504,200401,"Manuela","Maleeva Fragniere","R","1967-02-14",173
120505,200402,"Wendy","White","R","1960-09-29",0
120506,200403,"Andrea","Leand","R","1964-01-18",173
120507,200404,"Zina","Garrison","R","1963-11-16",164
120508,200405,"Susan","Mascarin","R","1964-06-28",173
120509,200406,"Claudia","Monteiro","U","1961-05-08",0
120510,200407,"Camille","Benjamin","L","1966-06-02",175
120511,200408,"Alycia","Moulton","R","1961-02-18",0
120512,200409,"Petra","Delhees Jauch","L","1959-03-28",0
120513,200410,"Yvonne","Vermaak","R","1956-12-18",156
120514,200411,"Jane","Preyer","U","1953-12-06",0
120515,200412,"Vicki","Nelson","R","1962-09-25",168
120516,200413,"Heather","Ludloff","R","1961-06-11",165
120517,200414,"Steffi","Graf","R","1969-06-14",175
120518,200415,"Catherine","Suire","R","1959-09-15",167
120519,200416,"Robin","White","R","1963-12-10",164
120520,200417,"Gigi","Fernandez","U","1964-02-22",170
120521,200418,"Amanda","Brown","U","1965-05-02",0
120522,200419,"Kathy","Rinaldi Stunkel","U","1967-03-24",0
120523,200420,"Anna Maria","Fernandez","U","1960-10-22",0
120524,200421,"Pascale","Paradis Mangon","R","1966-04-24",0
120525,200422,"Raffaella","Reggi Concato","U","1965-11-27",170
120526,200423,"Carling","Bassett Seguso","R","1967-10-09",168
120527,200424,"Etsuko","Inoue","R","1964-10-18",164
120528,200425,"Sophie","Amiach","R","1963-11-10",165
120529,200426,"Kim","Staunton","U","1966-03-24",0
120530,200427,"Beth","Herr","R","1964-05-28",170
120531,200428,"Lori","Mcneil","U","1963-12-18",170
120532,200429,"Elizabeth","Minter","L","1965-08-23",0
120533,200430,"Marcela","Skuherska","U","1961-02-14",0
120534,200431,"Lilian","Drescher","U","1965-05-23",163
120535,200432,"Laura","Bernstein","U","1963-03-17",0
120536,200433,"Kim","Jones","R","1957-09-28",0
120537,200434,"Shelley","Solomon","U","1963-06-19",0
120538,200435,"Barbara","Gerken","U","1964-07-03",0
120539,200436,"Carina","Karlsson","U","1963-09-11",0
120540,200437,"Annabel","Croft","R","1966-07-12",0
120541,200438,"Michaela","Washington","U","1966-02-27",0
120542,200439,"Jenny","Byrne","U","1967-02-25",0
120543,200440,"Shawn","Foltz","R","1967-12-21",0
120544,200441,"Louise","Field","U","1967-02-25",0
120545,200442,"Andrea","Temesvari","R","1966-04-26",182
120546,200443,"Sara","Gomer","L","1964-05-13",188
120547,200444,"Elise","Burgin","L","1962-03-05",0
120548,200445,"Svetlana","Cherneva","U","1962-10-08",0
120549,200446,"Colleen","Carney","R","1967-01-23",0
120550,200447,"Adriana","Villagran Reami","U","1956-08-07",0
120551,200448,"Sandy","Collins","U","1958-10-13",178
120552,200449,"Petra","Keppeler","U","1965-03-22",0
120553,200450,"Larisa","Savchenko","U","1966-07-21",169
120554,200451,"Beverly","Mould","R","1962-03-13",160
120555,200452,"Tine","Scheuer Larsen","U","1966-03-13",170
120556,200453,"Catarina","Lindqvist Ryan","R","1963-06-13",165
120557,200454,"Myriam","Schropp","U","1966-04-29",0
120558,200455,"Katerina","Maleeva","R","1969-05-07",168
120559,200456,"Masako","Yanagi","L","1959-11-11",0
120560,200457,"Andrea","Holikova","U","1968-01-15",0
120561,200458,"Rebecca","Bryant","U","1963-12-20",0
120562,200459,"Linda","Gates","U","1963-10-01",175
120563,200460,"Regina","Marsikova","U","1958-12-11",0
120564,200461,"Lisa","Spain Short","R","1962-07-14",0
120565,200462,"Belinda","Cordwell","L","1965-09-21",175
120566,200463,"Terry","Holladay","L","1955-11-28",180
120567,200464,"Ann","Henricksson","U","1959-10-31",0
120568,200465,"Lisa","Bonder Kreiss","R","1965-10-16",0
120569,200466,"Molly","Van Nostrand","R","1965-03-12",0
120570,200467,"Janine","Tremelling","U","1967-09-12",0
120571,200468,"Hu","Na","U","1963-04-16",0
120572,200469,"Nicole","Bradtke","R","1969-09-22",176
120573,200470,"Dee Ann","Hansel","U","1962-06-11",0
120574,200471,"Jamie","Golder","U","1962-01-21",0
120575,200472,"Helen","Kelesi","R","1969-11-15",0
120576,200473,"Beverly","Bowes","R","1965-09-09",0
120577,200474,"Louise","Allen","U","1962-01-07",0
120578,200475,"Lisa","Oneill","U","1968-08-08",0
120579,200476,"Cammy","Macgregor","U","1968-10-11",168
120580,200477,"Susan","Rimes","U","1959-04-15",0
120581,200478,"Caryn","Copeland Wilson","U","1961-03-14",0
120582,200479,"Emiko","Okagawa","U","1964-12-26",163
120583,200480,"Claudia","Porwik","U","1968-11-14",0
120584,200481,"Elna","Reinach","U","1968-12-02",0
120585,200482,"Judith","Wiesner","R","1966-03-02",0
120586,200483,"Kumiko","Okamoto","U","1965-02-19",0
120587,200484,"Ann","Devries","R","1970-02-27",0
120588,200485,"Manon","Bollegraf","R","1964-04-10",173
120589,200486,"Csilla","Cserepy","U","1966-03-29",0
120590,200487,"Eva","Krapl","R","1966-01-16",180
120591,200488,"Alison","Scott","U","1968-02-08",0
120592,200489,"Yukie","Koizumi","U","1958-01-24",0
120593,200490,"Michaela","Pazderova","U","1963-01-21",0
120594,200491,"Christina","Singer","U","1968-07-27",176
120595,200492,"Tina","Mochizuki","R","1952-11-24",0
